timestamp,last_close,suggestion,score,RSI,MACD,MACD_signal,SMA_50,SMA_100,BB_upper,BB_lower,reasons
2025-03-14 05:19:45,573.31,🔍 持续观察,0.5,49.5,2.41,3.9,566.29,558.15,583.6,571.93,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 06:19:46,575.67,🔍 持续观察,0.5,52.18,2.23,3.58,566.71,558.37,583.46,572.29,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 07:19:47,578.14,🔍 持续观察,0.5,54.88,2.29,3.34,567.19,558.56,583.49,572.5,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 08:19:47,578.13,🔍 持续观察,0.5,54.46,2.3,3.14,567.64,558.76,583.39,572.52,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 09:19:48,579.85,🔍 持续观察,0.5,55.86,2.57,3.08,568.29,559.03,583.98,572.73,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 10:19:49,583.49,🔍 持续观察,0.5,60.29,2.91,3.06,568.95,559.34,584.85,572.52,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 11:19:50,580.51,🔍 持续观察,0.5,56.52,2.68,2.96,569.43,559.58,584.68,572.74,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 12:19:49,583.55,🔍 持续观察,0.5,60.58,2.95,2.98,570.16,559.85,585.52,572.88,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 13:19:49,583.4,✅ 可能买入机会,3.5,59.34,3.09,3.02,570.92,560.11,586.25,572.68,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 14:19:50,580.97,🔍 持续观察,0.5,55.29,2.8,2.96,571.57,560.34,586.08,572.74,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 15:19:51,580.24,🔍 持续观察,0.5,54.04,2.57,2.88,572.13,560.53,586.16,572.83,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 16:19:52,578.09,🔍 持续观察,0.5,50.8,1.94,2.65,572.58,560.64,586.09,572.52,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 17:19:52,580.21,🔍 持续观察,0.5,53.73,1.86,2.5,573.08,560.81,585.56,572.69,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 18:19:53,579.49,🔍 持续观察,0.5,52.78,1.65,2.32,573.5,560.95,585.53,572.68,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 19:19:54,578.65,🔍 持续观察,0.5,51.39,1.43,2.15,573.89,561.09,585.32,572.61,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 20:19:55,578.76,🔍 持续观察,0.5,51.56,1.25,1.97,574.31,561.28,585.22,572.54,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 21:19:56,578.27,🔍 持续观察,0.5,50.76,1.02,1.77,574.68,561.42,584.71,573.57,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 22:19:56,583.33,🔍 持续观察,0.5,58.53,1.54,1.78,575.18,561.67,585.55,573.63,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 23:19:57,588.07,✅ 可能买入机会,2.0,64.5,2.08,1.85,575.85,561.88,587.08,573.24,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨; 价格触及布林带上轨，市场可能超买（卖出信号）
2025-03-15 11:31:33,592.6,✅ 可能买入机会,3.5,67.19,3.54,2.92,581.33,567.39,594.59,575.59,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-15 12:31:34,592.34,✅ 可能买入机会,3.5,66.08,3.58,3.05,581.69,568.13,595.31,576.28,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-15 13:31:35,592.4,✅ 可能买入机会,3.5,64.01,3.7,3.2,582.04,568.77,596.27,576.83,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-15 14:08:23,593.53,🔍 持续观察,1.1074443683369344,66.92,3.77,3.33,582.32,569.37,596.99,577.64,MACD 高于信号线，市场上升趋势（+0.88）; 50均线上穿100均线（+0.23）
2025-03-15 15:08:24,591.9,🔍 持续观察,0.7028226542213472,61.35,3.63,3.39,582.66,569.96,597.02,579.04,MACD 高于信号线，市场上升趋势（+0.48）; 50均线上穿100均线（+0.22）
2025-03-15 16:08:25,591.97,🔍 持续观察,0.19717410737760882,60.43,3.36,3.37,582.9,570.51,596.39,580.95,MACD 低于信号线，市场可能下跌（-0.02）; 50均线上穿100均线（+0.22）
2025-03-15 17:08:26,593.65,🔍 持续观察,0.2732838356068429,63.01,3.43,3.4,583.25,571.07,596.89,581.74,MACD 高于信号线，市场上升趋势（+0.06）; 50均线上穿100均线（+0.21）
2025-03-15 22:05:49,599.3,🔍 持续观察,0.728991155382656,68.71,4.0,3.74,585.21,573.23,600.84,584.6,MACD 高于信号线，市场上升趋势（+0.52）; 50均线上穿100均线（+0.21）
2025-03-15 23:05:50,597.93,🔍 持续观察,0.24446226250653486,63.55,3.72,3.7,585.43,573.7,600.81,585.33,MACD 高于信号线，市场上升趋势（+0.04）; 50均线上穿100均线（+0.20）
2025-03-16 00:05:51,603.1,🔍 持续观察,1.1835450619863475,69.53,4.39,3.9,586.01,574.32,603.15,585.23,MACD 高于信号线，市场上升趋势（+0.98）; 50均线上穿100均线（+0.20）
2025-03-16 01:05:51,609.37,🔍 持续观察,0.8277771394387718,75.02,5.34,4.25,586.68,574.99,606.89,584.36,RSI 高于 70（75.02），市场可能超买（-1.33）; MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.20）; 价格触及布林带上轨，市场可能超买（-0.04）
2025-03-16 02:05:52,613.56,🔍 持续观察,0.6359974451365021,77.86,6.27,4.7,587.42,575.73,610.93,583.25,RSI 高于 70（77.86），市场可能超买（-1.52）; MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.20）; 价格触及布林带上轨，市场可能超买（-0.04）
2025-03-16 03:05:53,612.56,🔍 持续观察,0.8512810813199558,75.3,6.5,5.03,588.19,576.35,612.51,583.97,RSI 高于 70（75.30），市场可能超买（-1.35）; MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.21）; 价格触及布林带上轨，市场可能超买（-0.00）
2025-03-16 04:05:54,613.84,🔍 持续观察,0.8002498916754766,76.09,6.76,5.36,588.87,576.97,614.5,584.15,RSI 高于 70（76.09），市场可能超买（-1.41）; MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.21）
2025-03-16 05:05:54,617.77,🔍 持续观察,0.6262728480326619,78.73,7.37,5.78,589.72,577.67,617.75,583.5,RSI 高于 70（78.73），市场可能超买（-1.58）; MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.21）; 价格触及布林带上轨，市场可能超买（-0.00）
2025-03-16 06:05:55,617.7,🔍 持续观察,0.6833951268438622,77.95,7.68,6.17,590.61,578.27,620.16,583.7,RSI 高于 70（77.95），市场可能超买（-1.53）; MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.21）
2025-03-16 07:05:56,616.7,🔍 持续观察,0.9463115318614737,74.06,7.61,6.43,591.42,578.86,621.51,584.52,RSI 高于 70（74.06），市场可能超买（-1.27）; MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.22）
2025-03-16 08:05:57,619.29,🔍 持续观察,0.8606960813072673,75.4,7.99,6.78,592.32,579.53,624.15,584.67,RSI 高于 70（75.40），市场可能超买（-1.36）; MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.22）
2025-03-16 09:05:57,618.96,🔍 持续观察,0.806375252803826,74.15,7.94,7.01,593.1,580.16,625.59,585.71,RSI 高于 70（74.15），市场可能超买（-1.28）; MACD 高于信号线，市场上升趋势（+1.86）; 50均线上穿100均线（+0.22）
2025-03-16 10:05:58,613.41,🔍 持续观察,0.40267764268246564,63.09,7.01,6.92,593.59,580.66,625.13,587.45,MACD 高于信号线，市场上升趋势（+0.18）; 50均线上穿100均线（+0.22）
2025-03-16 11:05:59,610.65,🔍 持续观察,-0.7778848304457794,59.03,6.27,6.77,594.14,581.23,624.55,589.84,MACD 低于信号线，市场可能下跌（-1.00）; 50均线上穿100均线（+0.22）
2025-03-17 13:55:33,626.69,🔍 持续观察,1.1305465419930931,71.13,5.41,2.52,605.77,593.55,627.63,585.75,RSI 高于 70（71.13），市场可能超买（-1.08）; MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.21）
2025-03-17 14:55:34,631.0,🔍 持续观察,1.004045783538125,73.06,6.15,3.22,606.46,594.1,631.03,585.21,RSI 高于 70（73.06），市场可能超买（-1.20）; MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.21）
2025-03-18 12:57:56,631.37,🔍 持续观察,-1.2445855495721685,57.09,2.89,3.61,617.21,605.38,636.79,621.91,MACD 低于信号线，市场可能下跌（-1.44）; 50均线上穿100均线（+0.20）
2025-03-18 13:57:57,633.65,🔍 持续观察,-0.6654134345601574,59.33,3.07,3.5,617.69,605.9,636.1,622.28,MACD 低于信号线，市场可能下跌（-0.86）; 50均线上穿100均线（+0.19）
2025-03-18 14:57:58,631.46,🔍 持续观察,-0.5862335092348288,56.32,3.01,3.4,618.15,606.4,634.36,623.31,MACD 低于信号线，市场可能下跌（-0.78）; 50均线上穿100均线（+0.19）
2025-03-18 15:57:58,632.93,🔍 持续观察,-0.4470490533704616,57.62,2.99,3.31,618.6,606.89,634.56,623.21,MACD 低于信号线，市场可能下跌（-0.64）; 50均线上穿100均线（+0.19）
2025-03-18 20:56:32,627.96,🔍 持续观察,-1.0828182877015704,48.75,2.67,3.31,621.61,609.59,638.82,621.91,MACD 低于信号线，市场可能下跌（-1.28）; 50均线上穿100均线（+0.20）
2025-03-18 21:56:32,623.37,🔍 持续观察,-1.8008294674032428,44.05,1.8,3.01,622.18,610.03,639.04,621.4,MACD 低于信号线，市场可能下跌（-2.00）; 50均线上穿100均线（+0.20）
2025-03-18 22:56:33,626.3,🔍 持续观察,-1.8000032759496154,47.41,1.36,2.69,622.72,610.51,639.01,621.37,MACD 低于信号线，市场可能下跌（-2.00）; 50均线上穿100均线（+0.20）
2025-03-18 23:56:34,626.57,🔍 持续观察,-1.7980360065466443,47.73,1.03,2.37,623.34,611.0,639.01,621.33,MACD 低于信号线，市场可能下跌（-2.00）; 50均线上穿100均线（+0.20）
2025-03-19 00:56:35,632.11,🔍 持续观察,-1.6969094922737293,53.99,1.18,2.13,623.97,611.55,638.93,622.3,MACD 低于信号线，市场可能下跌（-1.90）; 50均线上穿100均线（+0.20）
2025-03-19 01:56:36,629.2,🔍 持续观察,-1.4551080829371092,50.36,1.12,1.95,624.57,612.03,639.08,622.48,MACD 低于信号线，市场可能下跌（-1.66）; 50均线上穿100均线（+0.20）
2025-03-19 02:56:37,634.61,🔍 持续观察,-0.5729998694005473,55.97,1.49,1.88,625.24,612.56,639.5,622.91,MACD 低于信号线，市场可能下跌（-0.78）; 50均线上穿100均线（+0.21）
2025-03-19 03:56:38,632.34,🔍 持续观察,-0.4116938535821484,53.19,1.49,1.8,625.81,613.04,639.57,622.94,MACD 低于信号线，市场可能下跌（-0.62）; 50均线上穿100均线（+0.21）
2025-03-19 04:56:39,629.71,🔍 持续观察,-0.6900467830537761,50.16,1.23,1.68,626.35,613.47,639.3,622.78,MACD 低于信号线，市场可能下跌（-0.90）; 50均线上穿100均线（+0.21）
2025-03-19 05:56:39,627.91,🔍 持续观察,-1.0879167956215083,48.13,0.87,1.52,626.93,613.91,638.95,623.51,MACD 低于信号线，市场可能下跌（-1.30）; 50均线上穿100均线（+0.21）
2025-03-19 06:56:40,629.9,🔍 持续观察,-0.9857898592007821,50.55,0.76,1.36,627.51,614.35,638.96,623.56,MACD 低于信号线，市场可能下跌（-1.20）; 50均线上穿100均线（+0.21）
2025-03-19 10:19:28,616.79,🔍 持续观察,-1.7802624546642694,37.47,-1.88,0.02,628.9,615.7,641.27,617.12,MACD 低于信号线，市场可能下跌（-2.00）; 50均线上穿100均线（+0.21）; 价格触及布林带下轨，市场可能超卖（+0.01）
2025-03-19 11:19:29,617.22,🔍 持续观察,-1.7910612529830998,39.43,-2.56,-0.54,628.84,615.97,641.84,614.66,MACD 低于信号线，市场可能下跌（-2.00）; 50均线上穿100均线（+0.21）
2025-03-19 22:03:11,609.24,🔍 持续观察,-1.683544140005822,35.63,-4.54,-3.64,625.46,618.26,632.6,604.73,MACD 低于信号线，市场可能下跌（-1.80）; 50均线上穿100均线（+0.12）
2025-03-19 23:03:11,611.09,🔍 持续观察,-1.0105327835718332,39.28,-4.29,-3.73,625.22,618.45,630.35,605.21,MACD 低于信号线，市场可能下跌（-1.12）; 50均线上穿100均线（+0.11）
2025-03-20 00:03:12,608.66,🔍 持续观察,-1.120088917629939,36.9,-4.52,-3.91,624.73,618.55,628.81,604.52,MACD 低于信号线，市场可能下跌（-1.22）; 50均线上穿100均线（+0.10）
2025-03-20 01:03:13,613.99,🔍 持续观察,0.1730894046156829,44.48,-3.77,-3.81,624.52,618.76,626.85,605.68,MACD 高于信号线，市场上升趋势（+0.08）; 50均线上穿100均线（+0.09）
2025-03-20 02:03:14,612.26,🔍 持续观察,0.2254742284698677,42.66,-3.76,-3.83,624.19,618.9,624.31,606.34,MACD 高于信号线，市场上升趋势（+0.14）; 50均线上穿100均线（+0.09）
2025-03-20 03:03:14,618.19,🔍 持续观察,1.8417275854828556,50.04,-2.6,-3.48,624.19,619.13,622.84,607.74,MACD 高于信号线，市场上升趋势（+1.76）; 50均线上穿100均线（+0.08）
2025-03-20 04:03:15,613.92,🔍 持续观察,1.3759092964661805,45.73,-2.72,-3.37,623.86,619.16,621.21,608.15,MACD 高于信号线，市场上升趋势（+1.30）; 50均线上穿100均线（+0.08）
2025-03-20 05:03:16,615.29,🔍 持续观察,1.5113835817761911,47.35,-2.46,-3.18,623.61,619.19,621.17,608.15,MACD 高于信号线，市场上升趋势（+1.44）; 50均线上穿100均线（+0.07）
2025-03-20 06:03:16,615.33,🔍 持续观察,1.5681502535447827,47.41,-2.25,-3.0,623.44,619.22,621.23,608.24,MACD 高于信号线，市场上升趋势（+1.50）; 50均线上穿100均线（+0.07）
2025-03-20 07:03:17,617.06,🔍 持续观察,1.964266106894882,49.46,-1.77,-2.72,623.28,619.3,621.31,608.27,MACD 高于信号线，市场上升趋势（+1.90）; 50均线上穿100均线（+0.06）
2025-03-20 09:30:35,624.72,✅ 可能买入机会,2.0451353105253918,58.12,-0.3,-1.95,623.07,619.45,623.89,607.03,MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.06）; 价格触及布林带上轨，市场可能超买（-0.01）
2025-03-20 10:30:35,620.83,✅ 可能买入机会,2.0523053080201454,53.29,-0.44,-1.73,622.68,619.44,623.19,607.55,MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.05）
2025-03-20 11:30:36,627.71,✅ 可能买入机会,2.026266039416456,59.87,0.59,-1.22,622.83,619.55,626.04,606.25,MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.05）; 价格触及布林带上轨，市场可能超买（-0.03）
2025-03-20 11:39:13,626.1,✅ 可能买入机会,2.0446259198738077,58.45,0.46,-1.25,622.79,619.54,625.61,606.52,MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.05）; 价格触及布林带上轨，市场可能超买（-0.01）
2025-03-20 11:49:28,626.93,✅ 可能买入机会,2.0,59.2,0.53,-1.23,622.81,619.55,625.83,606.39,MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.50）; 价格触及布林带上轨，市场可能超买（-0.50）
2025-03-20 11:52:53,625.32,✅ 可能买入机会,2.5,57.73,0.4,-1.26,622.78,619.53,625.41,606.65,MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.50）
2025-03-20 12:34:14,625.18,✅ 可能买入机会,2.5,57.67,0.8,-0.85,622.68,619.59,626.43,606.35,MACD 高于信号线，市场上升趋势（+2.00）; 50均线上穿100均线（+0.50）
2025-03-20 20:42:57,624.62,✅ 可能买入机会,1.7599999999999998,52.35,2.38,1.75,621.59,621.03,633.3,610.99,MACD 高于信号线，市场上升趋势（+1.26）; 50均线上穿100均线（+0.50）
2025-03-20 21:42:58,627.29,✅ 可能买入机会,1.6400000000000001,55.21,2.5,1.93,621.56,621.31,633.48,612.53,MACD 高于信号线，市场上升趋势（+1.14）; 50均线上穿100均线（+0.50）
2025-03-20 22:43:00,627.0,🔍 持续观察,0.09999999999999964,54.67,2.26,1.96,621.48,621.55,633.61,612.77,MACD 高于信号线，市场上升趋势（+0.60）; 50均线下穿100均线（-0.50）
2025-03-20 23:43:01,623.02,🔍 持续观察,-0.5800000000000001,49.7,1.92,1.96,621.47,621.83,633.39,613.84,MACD 低于信号线，市场可能下跌（-0.08）; 50均线下穿100均线（-0.50）
2025-03-21 00:43:01,618.31,❌ 可能卖出机会,-1.62,44.62,1.28,1.84,621.32,622.03,632.97,614.79,MACD 低于信号线，市场可能下跌（-1.12）; 50均线下穿100均线（-0.50）
2025-03-21 01:43:02,622.34,❌ 可能卖出机会,-1.8399999999999999,49.41,0.98,1.65,621.21,622.28,632.54,615.84,MACD 低于信号线，市场可能下跌（-1.34）; 50均线下穿100均线（-0.50）
2025-03-21 02:43:03,623.05,❌ 可能卖出机会,-1.88,50.25,0.78,1.47,620.98,622.49,632.29,616.54,MACD 低于信号线，市场可能下跌（-1.38）; 50均线下穿100均线（-0.50）
2025-03-21 03:43:04,625.8,🔍 持续观察,-1.2999999999999998,53.12,0.99,1.39,620.91,622.76,632.17,617.61,MACD 低于信号线，市场可能下跌（-0.80）; 50均线下穿100均线（-0.50）
2025-03-21 04:43:04,628.46,🔍 持续观察,-0.6399999999999997,55.83,1.31,1.38,620.8,623.02,632.61,617.82,MACD 低于信号线，市场可能下跌（-0.14）; 50均线下穿100均线（-0.50）
2025-03-21 05:43:05,630.34,🔍 持续观察,-0.08000000000000007,57.73,1.65,1.44,620.78,623.29,632.84,618.81,MACD 高于信号线，市场上升趋势（+0.42）; 50均线下穿100均线（-0.50）
2025-03-21 06:43:06,631.28,🔍 持续观察,0.4399999999999995,58.39,2.05,1.58,620.84,623.6,633.79,618.74,MACD 高于信号线，市场上升趋势（+0.94）; 50均线下穿100均线（-0.50）
2025-03-21 09:27:27,626.25,🔍 持续观察,-0.48,51.46,1.7,1.69,620.79,624.39,633.98,619.08,MACD 高于信号线，市场上升趋势（+0.02）; 50均线下穿100均线（-0.50）
2025-03-21 10:32:01,629.38,🔍 持续观察,-0.20000000000000018,55.41,1.91,1.76,620.97,624.72,634.4,619.19,MACD 高于信号线，市场上升趋势（+0.30）; 50均线下穿100均线（-0.50）
2025-03-21 11:52:16,629.63,🔍 持续观察,-0.28000000000000025,55.76,1.89,1.78,621.24,624.99,634.61,619.52,MACD 高于信号线，市场上升趋势（+0.22）; 50均线下穿100均线（-0.50）
2025-03-22 12:09:43,628.32,🔍 持续观察,-0.9199999999999999,42.82,0.29,1.25,629.78,626.26,637.86,629.07,MACD 低于信号线，市场可能下跌（-1.92）; 50均线上穿100均线（+0.50）; 价格触及布林带下轨，市场可能超卖（+0.50）
2025-03-22 13:09:44,628.71,🔍 持续观察,-1.42,43.39,0.07,1.03,629.88,626.32,637.98,628.68,MACD 低于信号线，市场可能下跌（-1.92）; 50均线上穿100均线（+0.50）
